,gender,age,household_income,degree,school_degree,parking_strategy,survey_income_interval,income_group
962,2.0,75,9561,1.0,0.0,3.0,3.0,2
963,2.0,11,17690,8.0,0.0,5.0,7.0,2
964,2.0,2,12577,0.0,6.0,4.0,4.0,2
965,2.0,54,11258,6.0,1.0,7.0,4.0,2
966,1.0,5,9256,12.0,1.0,4.0,5.0,2
967,2.0,17,9607,3.0,4.0,4.0,3.0,2
968,2.0,78,26614,12.0,0.0,3.0,1.0,2
969,2.0,5,19736,3.0,1.0,5.0,6.0,2
970,1.0,78,21035,2.0,5.0,5.0,3.0,2
971,1.0,81,10364,2.0,4.0,3.0,4.0,2
972,2.0,30,22990,4.0,2.0,5.0,2.0,2
973,1.0,98,25020,0.0,3.0,7.0,3.0,2
974,2.0,3,16401,11.0,5.0,7.0,6.0,2
975,2.0,0,12867,5.0,0.0,4.0,2.0,2
976,2.0,93,13437,5.0,3.0,4.0,6.0,2
977,1.0,44,9728,12.0,5.0,4.0,4.0,2
978,2.0,44,2631,12.0,3.0,3.0,7.0,1
979,2.0,61,8436,9.0,1.0,7.0,1.0,2
980,2.0,0,4315,3.0,6.0,7.0,4.0,1
981,1.0,17,1956,0.0,6.0,4.0,1.0,0
982,1.0,29,23936,8.0,5.0,3.0,6.0,2
983,1.0,91,26471,2.0,3.0,4.0,6.0,2
984,2.0,34,3617,2.0,5.0,5.0,2.0,1
985,2.0,100,19101,10.0,0.0,7.0,3.0,2
986,1.0,59,21964,1.0,1.0,4.0,1.0,2
987,2.0,21,2627,11.0,6.0,3.0,1.0,1
988,1.0,63,786,10.0,3.0,4.0,5.0,0
989,1.0,94,21500,0.0,3.0,7.0,6.0,2
990,2.0,17,848,3.0,0.0,5.0,7.0,0
991,2.0,38,19023,7.0,1.0,5.0,1.0,2
992,2.0,79,6707,7.0,6.0,7.0,4.0,2
993,2.0,1,15783,4.0,2.0,4.0,6.0,2
994,2.0,15,5436,6.0,3.0,7.0,3.0,1
995,2.0,86,17589,11.0,0.0,3.0,3.0,2
996,2.0,17,10337,12.0,6.0,3.0,5.0,2
997,2.0,53,26659,3.0,2.0,4.0,4.0,2
998,1.0,22,8654,2.0,4.0,7.0,2.0,2
999,2.0,77,10215,12.0,0.0,3.0,6.0,2
1000,1.0,47,21375,3.0,5.0,5.0,5.0,2
1001,2.0,66,10887,10.0,1.0,4.0,7.0,2
1002,1.0,11,22093,10.0,3.0,3.0,6.0,2
1003,2.0,9,6687,6.0,4.0,4.0,5.0,2
1004,2.0,40,13545,3.0,2.0,5.0,1.0,2
1005,2.0,54,23594,10.0,3.0,5.0,1.0,2
1006,1.0,51,14725,11.0,4.0,5.0,1.0,2
1007,2.0,47,758,0.0,0.0,4.0,7.0,0
1008,1.0,4,19404,2.0,4.0,5.0,3.0,2
1009,1.0,10,8731,9.0,6.0,3.0,4.0,2
1010,2.0,6,14480,7.0,1.0,5.0,4.0,2
1011,2.0,44,8945,3.0,3.0,3.0,7.0,2
1012,2.0,72,2591,11.0,5.0,4.0,6.0,1
1013,1.0,8,15556,10.0,1.0,5.0,4.0,2
1014,2.0,72,20843,4.0,5.0,7.0,4.0,2
1015,1.0,18,11179,5.0,3.0,3.0,2.0,2
1016,1.0,2,21026,6.0,3.0,3.0,7.0,2
1017,1.0,69,23656,1.0,5.0,7.0,7.0,2
1018,2.0,93,7492,5.0,3.0,3.0,1.0,2
1019,1.0,100,5415,0.0,4.0,7.0,2.0,1
1020,2.0,29,6761,5.0,4.0,3.0,3.0,2
1021,2.0,27,1771,4.0,3.0,5.0,7.0,0
1022,2.0,17,15498,1.0,6.0,4.0,7.0,2
1023,2.0,58,24865,1.0,3.0,5.0,5.0,2
1024,2.0,11,18916,7.0,0.0,3.0,2.0,2
1025,1.0,49,2641,4.0,3.0,7.0,6.0,1
1026,2.0,72,13894,3.0,5.0,5.0,5.0,2
1027,2.0,88,1452,12.0,2.0,5.0,7.0,0
1028,2.0,3,26737,12.0,2.0,4.0,3.0,2
1029,1.0,11,17352,8.0,4.0,7.0,6.0,2
1030,1.0,57,26600,12.0,6.0,7.0,5.0,2
1031,2.0,50,460,5.0,4.0,7.0,5.0,0
1032,1.0,15,9387,5.0,6.0,3.0,2.0,2
1033,2.0,57,6836,1.0,2.0,5.0,6.0,2
1034,1.0,3,16120,6.0,1.0,7.0,1.0,2
1035,2.0,100,9577,10.0,1.0,5.0,2.0,2
1036,1.0,60,1677,10.0,6.0,7.0,7.0,0
1037,1.0,39,25953,0.0,2.0,4.0,6.0,2
1038,2.0,85,7774,7.0,3.0,7.0,2.0,2
1039,1.0,29,21857,4.0,0.0,7.0,5.0,2
1040,2.0,53,8201,12.0,2.0,4.0,4.0,2
1041,1.0,67,17381,7.0,4.0,5.0,6.0,2
1042,2.0,56,20975,8.0,5.0,7.0,3.0,2
1043,2.0,75,23959,0.0,1.0,7.0,5.0,2
1044,1.0,79,16048,2.0,0.0,4.0,1.0,2
1045,2.0,45,4617,3.0,5.0,3.0,5.0,1
1046,2.0,90,23843,6.0,3.0,3.0,4.0,2
1047,2.0,79,5607,11.0,6.0,4.0,4.0,1
1048,1.0,97,6230,8.0,5.0,5.0,4.0,2
1049,2.0,11,13442,11.0,3.0,4.0,4.0,2
1050,1.0,5,22461,5.0,3.0,7.0,7.0,2
1051,2.0,30,24921,6.0,5.0,7.0,1.0,2
1052,2.0,58,6720,12.0,4.0,5.0,6.0,2
1053,2.0,68,16837,7.0,1.0,4.0,3.0,2
1054,1.0,59,15783,4.0,1.0,5.0,3.0,2
1055,2.0,32,11279,12.0,3.0,4.0,5.0,2
1056,2.0,37,13604,1.0,1.0,7.0,7.0,2
1057,1.0,43,7382,12.0,0.0,7.0,5.0,2
1058,1.0,60,8714,9.0,3.0,5.0,3.0,2
1059,1.0,45,15997,8.0,4.0,4.0,6.0,2
1060,2.0,29,15030,9.0,6.0,7.0,7.0,2
1061,1.0,27,11490,0.0,6.0,7.0,7.0,2
1062,2.0,27,11309,10.0,6.0,4.0,3.0,2
1063,1.0,29,14811,8.0,2.0,5.0,5.0,2
1064,1.0,72,10506,8.0,4.0,5.0,6.0,2
1065,1.0,75,8892,2.0,0.0,5.0,7.0,2
1066,1.0,97,24183,5.0,6.0,3.0,5.0,2
1067,1.0,78,26392,9.0,6.0,5.0,7.0,2
1068,2.0,38,10433,12.0,5.0,5.0,1.0,2
1069,2.0,11,21095,7.0,4.0,7.0,5.0,2
1070,1.0,74,23509,6.0,6.0,4.0,4.0,2
1071,2.0,89,24485,7.0,5.0,5.0,5.0,2
1072,1.0,32,19782,3.0,6.0,3.0,3.0,2
1073,2.0,50,4909,10.0,3.0,7.0,6.0,1
1074,2.0,40,7962,1.0,2.0,5.0,2.0,2
1075,1.0,70,5781,10.0,6.0,5.0,7.0,1
1076,1.0,30,16338,4.0,2.0,3.0,5.0,2
1077,2.0,22,11526,12.0,5.0,3.0,3.0,2
1078,2.0,75,18580,1.0,3.0,7.0,2.0,2
1079,2.0,35,24918,10.0,4.0,3.0,6.0,2
1080,1.0,84,20800,4.0,4.0,5.0,1.0,2
1081,1.0,68,23315,9.0,4.0,4.0,5.0,2
1082,2.0,63,16699,10.0,6.0,3.0,5.0,2
1083,2.0,4,22275,12.0,5.0,5.0,2.0,2
1084,2.0,49,21181,1.0,4.0,7.0,7.0,2
1085,2.0,29,26870,6.0,5.0,4.0,4.0,2
1086,2.0,63,17074,7.0,0.0,7.0,7.0,2
1087,2.0,61,5139,5.0,4.0,5.0,4.0,1
1088,1.0,91,4844,2.0,2.0,4.0,2.0,1
1089,1.0,83,1877,6.0,1.0,7.0,6.0,0
1090,1.0,90,18435,3.0,3.0,5.0,7.0,2
1091,1.0,26,22001,10.0,2.0,7.0,3.0,2
1092,1.0,73,6963,2.0,6.0,3.0,2.0,2
1093,1.0,50,26439,5.0,3.0,5.0,3.0,2
1094,1.0,95,16639,5.0,0.0,4.0,1.0,2
1095,1.0,94,6544,12.0,3.0,5.0,3.0,2
1096,2.0,17,6523,6.0,1.0,4.0,2.0,2
1097,2.0,71,7663,8.0,5.0,3.0,2.0,2
1098,2.0,56,11351,1.0,3.0,7.0,3.0,2
1099,2.0,35,25212,10.0,1.0,4.0,4.0,2
1100,2.0,73,12182,7.0,5.0,7.0,5.0,2
1101,2.0,92,20975,3.0,2.0,5.0,6.0,2
1102,2.0,47,16008,4.0,2.0,5.0,1.0,2
1103,1.0,48,23763,5.0,1.0,4.0,3.0,2
1104,2.0,71,12023,7.0,5.0,3.0,6.0,2
1105,1.0,67,15730,0.0,1.0,5.0,2.0,2
1106,2.0,71,22065,6.0,3.0,7.0,7.0,2
1107,1.0,62,12948,5.0,3.0,5.0,4.0,2
1108,2.0,72,3070,12.0,1.0,5.0,4.0,1
1109,1.0,37,3014,10.0,3.0,3.0,4.0,1
1110,1.0,5,25082,7.0,1.0,7.0,5.0,2
1111,2.0,97,21042,1.0,1.0,4.0,2.0,2
1112,1.0,55,11295,1.0,6.0,5.0,5.0,2
1113,1.0,92,14662,9.0,4.0,5.0,4.0,2
1114,2.0,46,6515,12.0,3.0,5.0,5.0,2
1115,1.0,38,15617,4.0,1.0,3.0,6.0,2
1116,2.0,49,21277,4.0,2.0,5.0,6.0,2
1117,2.0,8,16691,8.0,4.0,5.0,6.0,2
1118,2.0,65,14772,5.0,1.0,4.0,6.0,2
1119,1.0,66,26304,7.0,0.0,4.0,1.0,2
1120,1.0,62,16848,11.0,2.0,7.0,2.0,2
1121,2.0,16,9860,11.0,3.0,4.0,7.0,2
1122,2.0,61,17277,0.0,0.0,7.0,7.0,2
1123,1.0,66,21482,2.0,0.0,4.0,4.0,2
1124,2.0,11,2939,7.0,0.0,7.0,1.0,1
1125,2.0,31,20497,1.0,1.0,7.0,3.0,2
1126,1.0,10,25334,10.0,2.0,5.0,1.0,2
1127,2.0,20,11032,12.0,5.0,3.0,1.0,2
1128,1.0,100,9321,11.0,5.0,7.0,5.0,2
1129,1.0,14,25506,10.0,6.0,3.0,5.0,2
1130,2.0,52,18710,8.0,0.0,5.0,2.0,2
1131,2.0,71,7300,6.0,3.0,7.0,1.0,2
1132,1.0,29,4434,0.0,3.0,7.0,2.0,1
1133,1.0,5,21264,6.0,4.0,3.0,2.0,2
1134,1.0,14,6884,5.0,1.0,5.0,2.0,2
1135,2.0,79,20096,9.0,3.0,3.0,4.0,2
1136,2.0,51,6581,4.0,3.0,3.0,5.0,2
1137,1.0,32,17687,2.0,4.0,4.0,6.0,2
1138,2.0,23,24131,11.0,0.0,4.0,5.0,2
1139,2.0,91,24521,5.0,5.0,4.0,1.0,2
1140,1.0,6,22011,1.0,3.0,5.0,4.0,2
1141,1.0,73,25107,11.0,4.0,5.0,5.0,2
1142,2.0,65,9307,3.0,5.0,4.0,4.0,2
1143,2.0,75,8812,5.0,3.0,5.0,5.0,2
1144,2.0,87,14701,0.0,0.0,5.0,6.0,2
1145,2.0,70,23830,6.0,2.0,4.0,3.0,2
1146,1.0,40,19574,1.0,5.0,4.0,7.0,2
1147,1.0,60,5218,10.0,0.0,4.0,1.0,1
1148,1.0,36,7748,5.0,3.0,3.0,7.0,2
1149,1.0,12,14807,10.0,0.0,4.0,6.0,2
1150,2.0,35,493,1.0,2.0,4.0,5.0,0
1151,2.0,62,10221,9.0,6.0,3.0,4.0,2
1152,1.0,69,4477,6.0,0.0,4.0,1.0,1
1153,2.0,62,5208,9.0,1.0,5.0,1.0,1
1154,2.0,58,3384,8.0,4.0,5.0,5.0,1
1155,1.0,76,20175,5.0,3.0,7.0,6.0,2
1156,2.0,18,11423,5.0,0.0,3.0,4.0,2
1157,2.0,0,7150,0.0,1.0,5.0,2.0,2
1158,2.0,1,22616,1.0,0.0,7.0,3.0,2
1159,1.0,84,3153,9.0,0.0,4.0,4.0,1
1160,2.0,77,20120,8.0,6.0,7.0,7.0,2
1161,1.0,90,26081,2.0,0.0,3.0,5.0,2
1162,1.0,21,22847,8.0,0.0,4.0,3.0,2
1163,2.0,78,13434,4.0,2.0,3.0,1.0,2
1164,1.0,13,2090,2.0,0.0,7.0,3.0,0
1165,1.0,67,20460,9.0,5.0,5.0,4.0,2
1166,2.0,17,8938,12.0,6.0,4.0,7.0,2
1167,2.0,5,9020,7.0,1.0,4.0,7.0,2
1168,2.0,26,16944,3.0,4.0,5.0,7.0,2
1169,2.0,63,16210,3.0,1.0,7.0,3.0,2
1170,2.0,27,1051,11.0,5.0,3.0,4.0,0
1171,1.0,41,11353,3.0,1.0,5.0,3.0,2
1172,1.0,13,10279,3.0,6.0,5.0,7.0,2
1173,1.0,45,15428,1.0,1.0,4.0,7.0,2
1174,2.0,48,4229,0.0,1.0,4.0,4.0,1
1175,1.0,56,2576,12.0,1.0,7.0,7.0,1
1176,1.0,58,26878,1.0,0.0,5.0,3.0,2
1177,2.0,17,23688,2.0,0.0,4.0,4.0,2
1178,1.0,86,18930,0.0,0.0,4.0,3.0,2
1179,2.0,95,18036,5.0,1.0,7.0,6.0,2
1180,2.0,89,5931,8.0,5.0,7.0,6.0,2
1181,2.0,92,1280,12.0,0.0,7.0,2.0,0
1182,2.0,77,18403,3.0,1.0,3.0,3.0,2
1183,1.0,7,21440,1.0,4.0,5.0,5.0,2
1184,1.0,26,15935,1.0,2.0,3.0,7.0,2
1185,1.0,17,8918,6.0,0.0,7.0,6.0,2
1186,1.0,68,10727,10.0,0.0,3.0,3.0,2
1187,1.0,43,13892,3.0,5.0,5.0,4.0,2
1188,2.0,47,23452,10.0,5.0,5.0,2.0,2
1189,1.0,94,2618,0.0,1.0,3.0,3.0,1
1190,2.0,92,22091,0.0,6.0,3.0,6.0,2
1191,1.0,72,1000,5.0,0.0,5.0,7.0,0
1192,1.0,58,4407,7.0,2.0,4.0,3.0,1
1193,1.0,27,13599,8.0,1.0,3.0,6.0,2
1194,1.0,6,14405,4.0,2.0,7.0,3.0,2
1195,1.0,7,3227,2.0,0.0,5.0,3.0,1
1196,2.0,53,1903,8.0,0.0,4.0,6.0,0
1197,2.0,26,13042,0.0,5.0,5.0,5.0,2
1198,1.0,75,3668,8.0,3.0,7.0,4.0,1
1199,1.0,37,8896,4.0,4.0,7.0,4.0,2
1200,2.0,93,20451,10.0,6.0,5.0,2.0,2
1201,2.0,49,6428,2.0,6.0,7.0,4.0,2
1202,1.0,20,2313,9.0,2.0,4.0,1.0,1
1203,1.0,93,15787,2.0,2.0,4.0,6.0,2
1204,1.0,56,13184,3.0,6.0,7.0,5.0,2
1205,1.0,61,6888,2.0,0.0,5.0,1.0,2
1206,2.0,55,19032,10.0,5.0,5.0,7.0,2
1207,2.0,92,16333,11.0,6.0,5.0,1.0,2
1208,2.0,23,6818,2.0,6.0,4.0,1.0,2
1209,2.0,57,6761,7.0,3.0,3.0,7.0,2
1210,2.0,9,13885,12.0,3.0,3.0,2.0,2
1211,2.0,0,827,4.0,3.0,7.0,7.0,0
1212,1.0,19,11428,2.0,6.0,4.0,5.0,2
1213,1.0,71,9174,5.0,6.0,7.0,7.0,2
1214,2.0,50,22801,6.0,0.0,7.0,2.0,2
1215,2.0,38,12062,2.0,1.0,4.0,6.0,2
1216,2.0,67,20163,5.0,2.0,4.0,3.0,2
1217,2.0,30,10450,6.0,0.0,7.0,7.0,2
1218,1.0,37,5941,7.0,5.0,3.0,3.0,2
1219,1.0,56,8450,10.0,1.0,3.0,2.0,2
1220,2.0,5,20850,11.0,5.0,5.0,5.0,2
1221,2.0,59,15229,5.0,1.0,3.0,2.0,2
1222,1.0,80,4913,3.0,3.0,7.0,1.0,1
1223,2.0,90,19217,8.0,6.0,4.0,4.0,2
1224,1.0,61,23741,9.0,3.0,7.0,3.0,2
1225,1.0,31,5913,9.0,1.0,7.0,3.0,1
1226,2.0,70,3396,2.0,2.0,7.0,7.0,1
1227,2.0,89,16923,8.0,2.0,4.0,3.0,2
1228,1.0,75,21496,11.0,0.0,5.0,7.0,2
1229,1.0,17,23913,10.0,5.0,3.0,4.0,2
1230,2.0,31,3996,8.0,0.0,5.0,3.0,1
1231,1.0,31,2906,3.0,4.0,3.0,4.0,1
1232,2.0,84,5941,7.0,4.0,5.0,4.0,2
1233,2.0,90,11956,3.0,6.0,4.0,7.0,2
1234,1.0,39,2900,7.0,6.0,4.0,2.0,1
1235,1.0,50,14169,0.0,2.0,5.0,1.0,2
1236,2.0,74,8389,5.0,1.0,7.0,1.0,2
1237,2.0,38,4933,7.0,5.0,3.0,2.0,1
1238,1.0,68,24636,1.0,5.0,7.0,4.0,2
1239,2.0,39,3356,11.0,3.0,4.0,2.0,1
1240,2.0,79,16815,11.0,1.0,4.0,3.0,2
1241,2.0,13,14318,5.0,3.0,7.0,3.0,2
1242,1.0,35,26814,8.0,1.0,4.0,7.0,2
1243,1.0,11,10649,8.0,1.0,4.0,4.0,2
1244,1.0,75,17949,12.0,0.0,3.0,2.0,2
1245,2.0,54,2959,5.0,0.0,7.0,2.0,1
1246,1.0,36,5387,9.0,6.0,5.0,4.0,1
1247,1.0,82,17812,0.0,6.0,7.0,2.0,2
1248,2.0,75,11736,12.0,2.0,5.0,4.0,2
1249,2.0,51,5126,5.0,5.0,5.0,1.0,1
1250,1.0,34,895,11.0,5.0,5.0,4.0,0
1251,1.0,58,6355,2.0,6.0,7.0,6.0,2
1252,1.0,80,15168,12.0,4.0,3.0,7.0,2
1253,1.0,28,22038,2.0,5.0,3.0,5.0,2
1254,2.0,9,17820,2.0,3.0,4.0,5.0,2
1255,1.0,8,4694,0.0,4.0,7.0,6.0,1
1256,1.0,17,2614,8.0,0.0,7.0,4.0,1
1257,2.0,92,23119,11.0,3.0,4.0,3.0,2
1258,2.0,25,10213,9.0,0.0,7.0,4.0,2
1259,1.0,94,13929,0.0,1.0,4.0,1.0,2
1260,1.0,59,2075,9.0,1.0,4.0,4.0,0
1261,1.0,94,15898,9.0,0.0,5.0,5.0,2
1262,1.0,59,26781,4.0,0.0,4.0,6.0,2
1263,1.0,58,14567,4.0,2.0,5.0,2.0,2
1264,2.0,18,9832,2.0,2.0,5.0,7.0,2
1265,2.0,12,2835,6.0,1.0,4.0,1.0,1
1266,1.0,1,5040,6.0,5.0,4.0,1.0,1
1267,2.0,27,14600,11.0,5.0,4.0,2.0,2
1268,1.0,10,9742,12.0,2.0,4.0,4.0,2
1269,2.0,67,1452,0.0,1.0,4.0,7.0,0
1270,1.0,61,23905,8.0,5.0,3.0,7.0,2
1271,1.0,16,11739,1.0,5.0,7.0,6.0,2
1272,2.0,27,25522,5.0,3.0,4.0,3.0,2
1273,1.0,6,596,2.0,6.0,3.0,4.0,0
1274,1.0,0,5035,7.0,1.0,5.0,5.0,1
1275,1.0,7,13447,1.0,2.0,3.0,5.0,2
1276,1.0,25,21891,11.0,4.0,3.0,1.0,2
1277,1.0,67,5850,8.0,6.0,7.0,1.0,1
1278,1.0,59,16159,4.0,2.0,4.0,5.0,2
1279,2.0,36,22414,11.0,6.0,3.0,7.0,2
1280,2.0,44,19569,5.0,0.0,3.0,3.0,2
1281,1.0,85,10887,1.0,3.0,4.0,3.0,2
1282,1.0,72,22179,12.0,1.0,5.0,6.0,2
1283,2.0,38,23600,10.0,4.0,5.0,7.0,2
1284,2.0,42,14279,10.0,4.0,7.0,1.0,2
1285,2.0,97,2155,5.0,2.0,7.0,3.0,0
1286,2.0,36,21019,7.0,3.0,4.0,5.0,2
1287,1.0,68,6480,7.0,0.0,7.0,2.0,2
1288,1.0,91,2068,0.0,6.0,7.0,5.0,0
1289,2.0,13,7072,7.0,3.0,3.0,5.0,2
1290,2.0,13,12745,7.0,4.0,3.0,3.0,2
1291,2.0,41,18552,10.0,6.0,4.0,5.0,2
1292,2.0,72,9622,5.0,6.0,7.0,3.0,2
1293,1.0,6,12257,0.0,3.0,5.0,3.0,2
1294,2.0,94,8254,3.0,1.0,4.0,4.0,2
1295,2.0,12,1776,8.0,5.0,3.0,5.0,0
1296,2.0,98,18390,7.0,6.0,4.0,3.0,2
1297,1.0,3,3253,10.0,2.0,3.0,3.0,1
1298,1.0,16,23066,8.0,6.0,3.0,5.0,2
1299,1.0,5,11622,12.0,5.0,4.0,5.0,2
1300,2.0,40,5960,7.0,4.0,7.0,5.0,2
1301,1.0,55,2462,11.0,5.0,4.0,6.0,1
1302,1.0,29,12532,2.0,3.0,5.0,5.0,2
1303,2.0,53,11811,11.0,2.0,7.0,4.0,2
1304,1.0,22,3404,12.0,2.0,3.0,7.0,1
1305,2.0,23,10124,11.0,6.0,5.0,3.0,2
1306,1.0,36,16764,4.0,0.0,7.0,5.0,2
1307,1.0,59,24234,2.0,6.0,3.0,6.0,2
1308,2.0,34,24069,11.0,0.0,5.0,3.0,2
1309,2.0,70,7560,11.0,2.0,4.0,3.0,2
1310,1.0,6,3583,2.0,1.0,4.0,4.0,1
1311,1.0,88,5127,4.0,4.0,7.0,1.0,1
1312,2.0,76,14075,0.0,3.0,4.0,6.0,2
1313,1.0,17,6350,6.0,2.0,7.0,3.0,2
1314,2.0,95,14131,12.0,0.0,4.0,4.0,2
1315,2.0,48,20988,10.0,5.0,7.0,2.0,2
1316,2.0,37,3308,9.0,0.0,7.0,6.0,1
1317,1.0,0,9111,11.0,4.0,5.0,1.0,2
1318,1.0,74,22872,2.0,2.0,4.0,1.0,2
1319,1.0,4,5036,8.0,4.0,5.0,2.0,1
1320,1.0,95,11034,4.0,0.0,4.0,6.0,2
1321,1.0,60,15264,2.0,0.0,4.0,5.0,2
1322,2.0,10,10914,6.0,0.0,4.0,6.0,2
1323,1.0,29,15478,9.0,3.0,5.0,4.0,2
1324,2.0,97,3760,3.0,2.0,3.0,6.0,1
1325,2.0,13,4057,10.0,0.0,5.0,6.0,1
1326,1.0,19,8430,12.0,1.0,5.0,1.0,2
1327,2.0,41,26240,11.0,3.0,4.0,6.0,2
1328,1.0,76,6290,1.0,3.0,7.0,1.0,2
1329,2.0,44,23723,0.0,1.0,4.0,1.0,2
1330,2.0,51,5298,7.0,4.0,4.0,5.0,1
1331,2.0,16,13890,10.0,4.0,7.0,3.0,2
1332,1.0,37,2241,3.0,0.0,4.0,6.0,1
1333,1.0,14,7648,4.0,5.0,3.0,7.0,2
1334,1.0,36,5515,6.0,1.0,5.0,2.0,1
1335,1.0,4,835,7.0,2.0,5.0,1.0,0
1336,2.0,47,3270,10.0,4.0,5.0,1.0,1
1337,1.0,0,7013,6.0,4.0,3.0,3.0,2
1338,1.0,49,17049,9.0,0.0,5.0,7.0,2
1339,2.0,37,5016,9.0,1.0,7.0,1.0,1
1340,2.0,75,9983,11.0,6.0,5.0,2.0,2
1341,1.0,44,12923,11.0,2.0,4.0,6.0,2
1342,2.0,69,7137,0.0,4.0,4.0,5.0,2
1343,1.0,16,5878,3.0,1.0,5.0,2.0,1
1344,2.0,16,21809,4.0,6.0,3.0,4.0,2
1345,1.0,10,16935,10.0,0.0,7.0,1.0,2
1346,2.0,5,20500,0.0,6.0,4.0,1.0,2
1347,1.0,23,3854,9.0,0.0,3.0,1.0,1
1348,2.0,47,10285,4.0,0.0,7.0,3.0,2
1349,1.0,67,18661,3.0,4.0,7.0,2.0,2
1350,1.0,38,21396,0.0,5.0,5.0,6.0,2
1351,1.0,18,6425,0.0,3.0,5.0,7.0,2
1352,1.0,94,865,9.0,5.0,4.0,6.0,0
1353,1.0,80,7619,12.0,5.0,7.0,4.0,2
1354,1.0,31,7661,8.0,4.0,3.0,6.0,2
1355,2.0,42,11262,4.0,1.0,7.0,7.0,2
1356,1.0,47,12995,1.0,1.0,3.0,7.0,2
1357,2.0,21,25775,11.0,6.0,3.0,6.0,2
1358,1.0,97,21710,2.0,5.0,3.0,6.0,2
1359,2.0,55,24541,1.0,0.0,3.0,3.0,2
1360,1.0,74,8171,4.0,0.0,3.0,5.0,2
1361,2.0,31,25329,10.0,3.0,5.0,1.0,2
1362,1.0,83,27038,12.0,6.0,7.0,4.0,2
1363,2.0,66,5874,7.0,3.0,3.0,2.0,1
1364,1.0,19,4043,4.0,6.0,3.0,5.0,1
1365,2.0,31,26315,9.0,1.0,4.0,2.0,2
1366,2.0,19,3925,4.0,4.0,5.0,6.0,1
1367,2.0,39,17595,12.0,2.0,7.0,5.0,2
1368,1.0,39,5994,3.0,3.0,7.0,1.0,2
1369,2.0,61,17900,5.0,4.0,3.0,2.0,2
1370,1.0,97,2095,8.0,6.0,5.0,4.0,0
1371,1.0,44,19465,7.0,2.0,3.0,5.0,2
1372,1.0,54,4522,10.0,2.0,5.0,4.0,1
1373,1.0,94,14087,6.0,6.0,5.0,7.0,2
1374,2.0,62,26311,0.0,2.0,7.0,7.0,2
1375,1.0,76,11329,7.0,0.0,3.0,6.0,2
1376,2.0,16,9463,5.0,4.0,5.0,2.0,2
1377,1.0,80,6206,3.0,1.0,4.0,5.0,2
1378,2.0,6,12925,2.0,3.0,7.0,1.0,2
1379,1.0,68,10084,11.0,0.0,7.0,1.0,2
1380,1.0,45,2782,7.0,4.0,5.0,7.0,1
1381,2.0,84,2814,10.0,6.0,7.0,1.0,1
1382,1.0,30,7271,9.0,3.0,4.0,5.0,2
1383,1.0,76,14845,8.0,0.0,4.0,1.0,2
1384,1.0,53,25954,3.0,2.0,3.0,7.0,2
1385,1.0,33,21321,5.0,3.0,7.0,6.0,2
1386,1.0,90,5614,4.0,5.0,5.0,7.0,1
1387,1.0,18,17778,6.0,3.0,3.0,7.0,2
1388,1.0,6,26690,6.0,1.0,3.0,4.0,2
1389,1.0,2,22377,2.0,4.0,3.0,6.0,2
1390,2.0,26,6541,4.0,1.0,5.0,3.0,2
1391,1.0,25,15763,10.0,5.0,3.0,2.0,2
1392,2.0,13,16697,10.0,1.0,4.0,5.0,2
1393,1.0,63,518,5.0,3.0,7.0,3.0,0
1394,2.0,91,14780,1.0,3.0,7.0,1.0,2
1395,2.0,62,15995,5.0,3.0,4.0,2.0,2
1396,2.0,57,24899,1.0,4.0,3.0,3.0,2
1397,1.0,37,23846,7.0,6.0,4.0,4.0,2
1398,1.0,45,3081,3.0,0.0,4.0,3.0,1
1399,2.0,21,12276,5.0,0.0,7.0,7.0,2
1400,1.0,69,12021,9.0,6.0,4.0,4.0,2
1401,1.0,49,2200,12.0,5.0,4.0,4.0,0
1402,2.0,25,18901,8.0,1.0,5.0,1.0,2
1403,1.0,12,814,0.0,6.0,4.0,4.0,0
1404,2.0,52,25073,2.0,4.0,7.0,2.0,2
1405,2.0,70,6285,4.0,3.0,7.0,6.0,2
1406,1.0,47,24906,8.0,5.0,3.0,3.0,2
1407,2.0,73,5428,12.0,3.0,7.0,4.0,1
1408,1.0,10,22764,2.0,4.0,4.0,1.0,2
1409,1.0,72,17485,0.0,0.0,7.0,7.0,2
1410,1.0,90,8852,11.0,3.0,3.0,7.0,2
1411,1.0,16,3019,11.0,4.0,7.0,4.0,1
1412,2.0,95,5931,11.0,1.0,4.0,6.0,2
1413,1.0,94,8702,10.0,4.0,4.0,5.0,2
1414,1.0,38,24588,4.0,1.0,5.0,4.0,2
1415,1.0,48,2922,0.0,1.0,5.0,2.0,1
1416,2.0,60,18234,8.0,1.0,3.0,5.0,2
1417,2.0,6,5576,10.0,3.0,3.0,1.0,1
1418,1.0,70,21129,3.0,3.0,7.0,6.0,2
1419,1.0,1,14022,10.0,3.0,7.0,4.0,2
1420,1.0,63,5219,2.0,5.0,3.0,2.0,1
1421,1.0,65,5022,12.0,5.0,3.0,4.0,1
1422,1.0,21,24620,11.0,2.0,3.0,7.0,2
1423,2.0,46,19005,4.0,2.0,3.0,4.0,2
1424,1.0,0,17631,5.0,6.0,4.0,4.0,2
1425,2.0,86,14257,3.0,5.0,7.0,4.0,2
1426,2.0,36,17663,2.0,3.0,5.0,1.0,2
1427,1.0,26,4268,5.0,5.0,3.0,7.0,1
1428,2.0,20,25834,7.0,5.0,4.0,5.0,2
